Date,url,code,Company,Description
2016/09/11,nea.com,NEA ,NEA ,"New Enterprise Associates, Inc.  (NEA) is a leading venture capital firm focused on helping entrepreneurs build transformational businesses across multiple stages, sectors and geographies.  With approximately $13 billion in committed capital, NEA invests in information technology, healthcare and energy technology companies at all stages in a company’s lifecycle, from seed stage through IPO.  The firm's long track record of successful investing includes more than 175 portfolio company IPOs and more than 300 acquisitions.  In the U. S. , NEA has offices in Menlo Park, CA; Boston, MA; New York, NY; Chicago, IL; and the Washington, D. C.  metropolitan area.  In addition, New Enterprise Associates (India) Pvt.  Ltd.  has offices in Bangalore and Mumbai, India and New Enterprise Associates (Beijing), Ltd.  has offices in Beijing and Shanghai, China.  For additional information, visit www. nea. com. "
2017/03/11,nea.com,NEA ,NEA ,"New Enterprise Associates, Inc.  (NEA) is a leading venture capital firm focused on helping entrepreneurs build transformational businesses across multiple stages, sectors and geographies.  With approximately $13 billion in committed capital, NEA invests in information technology, healthcare and energy technology companies at all stages in a company’s lifecycle, from seed stage through IPO.  The firm's long track record of successful investing includes more than 175 portfolio company IPOs and more than 300 acquisitions.  In the U. S. , NEA has offices in Menlo Park, CA; Boston, MA; New York, NY; Chicago, IL; and the Washington, D. C.  metropolitan area.  In addition, New Enterprise Associates (India) Pvt.  Ltd.  has offices in Bangalore and Mumbai, India and New Enterprise Associates (Beijing), Ltd.  has offices in Beijing and Shanghai, China.  For additional information, visit www. nea. com. "
2017/11/14,nea.com,NEA ,NEA ,"New Enterprise Associates, Inc.  (NEA) is a leading venture capital firm focused on helping entrepreneurs build transformational businesses across multiple stages, sectors and geographies.  With approximately $13 billion in committed capital, NEA invests in information technology, healthcare and energy technology companies at all stages in a company’s lifecycle, from seed stage through IPO.  The firm's long track record of successful investing includes more than 175 portfolio company IPOs and more than 300 acquisitions.  In the U. S. , NEA has offices in Menlo Park, CA; Boston, MA; New York, NY; Chicago, IL; and the Washington, D. C.  metropolitan area.  In addition, New Enterprise Associates (India) Pvt.  Ltd.  has offices in Bangalore and Mumbai, India and New Enterprise Associates (Beijing), Ltd.  has offices in Beijing and Shanghai, China.  For additional information, visit www. nea. com. "
2018/02/11,nea.com,NEA ,NEA ,"New Enterprise Associates, Inc.  (NEA) is a leading venture capital firm focused on helping entrepreneurs build transformational businesses across multiple stages, sectors and geographies.  With approximately $13 billion in committed capital, NEA invests in information technology, healthcare and energy technology companies at all stages in a company’s lifecycle, from seed stage through IPO.  The firm's long track record of successful investing includes more than 175 portfolio company IPOs and more than 300 acquisitions.  In the U. S. , NEA has offices in Menlo Park, CA; Boston, MA; New York, NY; Chicago, IL; and the Washington, D. C.  metropolitan area.  In addition, New Enterprise Associates (India) Pvt.  Ltd.  has offices in Bangalore and Mumbai, India and New Enterprise Associates (Beijing), Ltd.  has offices in Beijing and Shanghai, China.  For additional information, visit www. nea. com. "
2018/09/11,nea.com,NEA ,NEA ,"New Enterprise Associates, Inc.  (NEA) is a leading venture capital firm focused on helping entrepreneurs build transformational businesses across multiple stages, sectors and geographies.  With approximately $13 billion in committed capital, NEA invests in information technology, healthcare and energy technology companies at all stages in a company’s lifecycle, from seed stage through IPO.  The firm's long track record of successful investing includes more than 175 portfolio company IPOs and more than 300 acquisitions.  In the U. S. , NEA has offices in Menlo Park, CA; Boston, MA; New York, NY; Chicago, IL; and the Washington, D. C.  metropolitan area.  In addition, New Enterprise Associates (India) Pvt.  Ltd.  has offices in Bangalore and Mumbai, India and New Enterprise Associates (Beijing), Ltd.  has offices in Beijing and Shanghai, China.  For additional information, visit www. nea. com. "
2019/07/16,nea.com,NEA ,NEA ,"New Enterprise Associates, Inc.  (NEA) is a leading venture capital firm focused on helping entrepreneurs build transformational businesses across multiple stages, sectors and geographies.  With approximately $13 billion in committed capital, NEA invests in information technology, healthcare and energy technology companies at all stages in a company’s lifecycle, from seed stage through IPO.  The firm's long track record of successful investing includes more than 175 portfolio company IPOs and more than 300 acquisitions.  In the U. S. , NEA has offices in Menlo Park, CA; Boston, MA; New York, NY; Chicago, IL; and the Washington, D. C.  metropolitan area.  In addition, New Enterprise Associates (India) Pvt.  Ltd.  has offices in Bangalore and Mumbai, India and New Enterprise Associates (Beijing), Ltd.  has offices in Beijing and Shanghai, China.  For additional information, visit www. nea. com. "
2019/11/12,nea.com,NEA ,NEA ,"New Enterprise Associates, Inc.  (NEA) is a leading venture capital firm focused on helping entrepreneurs build transformational businesses across multiple stages, sectors and geographies.  With approximately $13 billion in committed capital, NEA invests in information technology, healthcare and energy technology companies at all stages in a company’s lifecycle, from seed stage through IPO.  The firm's long track record of successful investing includes more than 175 portfolio company IPOs and more than 300 acquisitions.  In the U. S. , NEA has offices in Menlo Park, CA; Boston, MA; New York, NY; Chicago, IL; and the Washington, D. C.  metropolitan area.  In addition, New Enterprise Associates (India) Pvt.  Ltd.  has offices in Bangalore and Mumbai, India and New Enterprise Associates (Beijing), Ltd.  has offices in Beijing and Shanghai, China.  For additional information, visit www. nea. com. "
2020/10/13,nea.com,NEA ,NEA ,"New Enterprise Associates, Inc.  (NEA) is a leading venture capital firm focused on helping entrepreneurs build transformational businesses across multiple stages, sectors and geographies.  With approximately $13 billion in committed capital, NEA invests in information technology, healthcare and energy technology companies at all stages in a company’s lifecycle, from seed stage through IPO.  The firm's long track record of successful investing includes more than 175 portfolio company IPOs and more than 300 acquisitions.  In the U. S. , NEA has offices in Menlo Park, CA; Boston, MA; New York, NY; Chicago, IL; and the Washington, D. C.  metropolitan area.  In addition, New Enterprise Associates (India) Pvt.  Ltd.  has offices in Bangalore and Mumbai, India and New Enterprise Associates (Beijing), Ltd.  has offices in Beijing and Shanghai, China.  For additional information, visit www. nea. com. "
2020/10/29,nea.com,NEA ,NEA ,"New Enterprise Associates, Inc.  (NEA) is a leading venture capital firm focused on helping entrepreneurs build transformational businesses across multiple stages, sectors and geographies.  With approximately $13 billion in committed capital, NEA invests in information technology, healthcare and energy technology companies at all stages in a company’s lifecycle, from seed stage through IPO.  The firm's long track record of successful investing includes more than 175 portfolio company IPOs and more than 300 acquisitions.  In the U. S. , NEA has offices in Menlo Park, CA; Boston, MA; New York, NY; Chicago, IL; and the Washington, D. C.  metropolitan area.  In addition, New Enterprise Associates (India) Pvt.  Ltd.  has offices in Bangalore and Mumbai, India and New Enterprise Associates (Beijing), Ltd.  has offices in Beijing and Shanghai, China.  For additional information, visit www. nea. com. "
2011/05/19,nec.co.jp,nec ,NEC Corporation,"NEC Corporation , a Japanese multinational IT company, has its headquarters in Minato, Tokyo, Japan.  NEC, part of the Sumitomo Group, provides information technology (IT) and network solutions to business enterprises, communications services providers and government.  The company used the name Nippon Electric Company, Limited before re-branding in 1983.  It still goes by the full name in Japan.  As a chip maker, NEC Semiconductors is among the worldwide Top 20 semiconductor sales leaders. "
2011/10/05,nec.co.jp,nec ,NEC Corporation,"NEC Corporation , a Japanese multinational IT company, has its headquarters in Minato, Tokyo, Japan.  NEC, part of the Sumitomo Group, provides information technology (IT) and network solutions to business enterprises, communications services providers and government.  The company used the name Nippon Electric Company, Limited before re-branding in 1983.  It still goes by the full name in Japan.  As a chip maker, NEC Semiconductors is among the worldwide Top 20 semiconductor sales leaders. "
2012/02/29,nec.co.jp,nec ,NEC Corporation,"NEC Corporation , a Japanese multinational IT company, has its headquarters in Minato, Tokyo, Japan.  NEC, part of the Sumitomo Group, provides information technology (IT) and network solutions to business enterprises, communications services providers and government.  The company used the name Nippon Electric Company, Limited before re-branding in 1983.  It still goes by the full name in Japan.  As a chip maker, NEC Semiconductors is among the worldwide Top 20 semiconductor sales leaders. "
2012/06/26,nec.co.jp,nec ,NEC Corporation,"NEC Corporation , a Japanese multinational IT company, has its headquarters in Minato, Tokyo, Japan.  NEC, part of the Sumitomo Group, provides information technology (IT) and network solutions to business enterprises, communications services providers and government.  The company used the name Nippon Electric Company, Limited before re-branding in 1983.  It still goes by the full name in Japan.  As a chip maker, NEC Semiconductors is among the worldwide Top 20 semiconductor sales leaders. "
2013/05/09,nec.co.jp,nec ,NEC Corporation,"NEC Corporation , a Japanese multinational IT company, has its headquarters in Minato, Tokyo, Japan.  NEC, part of the Sumitomo Group, provides information technology (IT) and network solutions to business enterprises, communications services providers and government.  The company used the name Nippon Electric Company, Limited before re-branding in 1983.  It still goes by the full name in Japan.  As a chip maker, NEC Semiconductors is among the worldwide Top 20 semiconductor sales leaders. "
2014/07/17,nec.co.jp,nec ,NEC Corporation,"NEC Corporation , a Japanese multinational IT company, has its headquarters in Minato, Tokyo, Japan.  NEC, part of the Sumitomo Group, provides information technology (IT) and network solutions to business enterprises, communications services providers and government.  The company used the name Nippon Electric Company, Limited before re-branding in 1983.  It still goes by the full name in Japan.  As a chip maker, NEC Semiconductors is among the worldwide Top 20 semiconductor sales leaders. "
2015/02/17,nec.co.jp,nec ,NEC Corporation,"NEC Corporation , a Japanese multinational IT company, has its headquarters in Minato, Tokyo, Japan.  NEC, part of the Sumitomo Group, provides information technology (IT) and network solutions to business enterprises, communications services providers and government.  The company used the name Nippon Electric Company, Limited before re-branding in 1983.  It still goes by the full name in Japan.  As a chip maker, NEC Semiconductors is among the worldwide Top 20 semiconductor sales leaders. "
2015/11/10,nec.co.jp,nec ,NEC Corporation,"NEC Corporation , a Japanese multinational IT company, has its headquarters in Minato, Tokyo, Japan.  NEC, part of the Sumitomo Group, provides information technology (IT) and network solutions to business enterprises, communications services providers and government.  The company used the name Nippon Electric Company, Limited before re-branding in 1983.  It still goes by the full name in Japan.  As a chip maker, NEC Semiconductors is among the worldwide Top 20 semiconductor sales leaders. "
2016/03/17,nec.co.jp,nec ,NEC Corporation,"NEC Corporation , a Japanese multinational IT company, has its headquarters in Minato, Tokyo, Japan.  NEC, part of the Sumitomo Group, provides information technology (IT) and network solutions to business enterprises, communications services providers and government.  The company used the name Nippon Electric Company, Limited before re-branding in 1983.  It still goes by the full name in Japan.  As a chip maker, NEC Semiconductors is among the worldwide Top 20 semiconductor sales leaders. "
2016/09/11,nec.co.jp,nec ,NEC Corporation,"NEC Corporation , a Japanese multinational IT company, has its headquarters in Minato, Tokyo, Japan.  NEC, part of the Sumitomo Group, provides information technology (IT) and network solutions to business enterprises, communications services providers and government.  The company used the name Nippon Electric Company, Limited before re-branding in 1983.  It still goes by the full name in Japan.  As a chip maker, NEC Semiconductors is among the worldwide Top 20 semiconductor sales leaders. "
2017/03/11,nec.co.jp,nec ,NEC Corporation,"NEC Corporation is a leader in the integration of IT and network technologies that benefit businesses and people around the world.   The NEC Group globally provides  solutions for society that promote the safety, security, efficiency and equality of society.  under the company's corporate message of orchestrating a brighter world, nec aims to help solve a wide range of challenging issues and to create new social value for the changing world of tomorrow. "
2017/11/14,nec.co.jp,nec ,NEC Corporation,"NEC Corporation is a leader in the integration of IT and network technologies that benefit businesses and people around the world.   The NEC Group globally provides  solutions for society that promote the safety, security, efficiency and equality of society.  under the company's corporate message of orchestrating a brighter world, nec aims to help solve a wide range of challenging issues and to create new social value for the changing world of tomorrow. "
2018/02/11,nec.co.jp,nec ,NEC Corporation,"NEC Corporation is a leader in the integration of IT and network technologies that benefit businesses and people around the world.   The NEC Group globally provides  solutions for society that promote the safety, security, efficiency and equality of society.  under the company's corporate message of orchestrating a brighter world, nec aims to help solve a wide range of challenging issues and to create new social value for the changing world of tomorrow. "
2018/09/11,nec.co.jp,nec ,NEC Corporation,"NEC Corporation is a leader in the integration of IT and network technologies that benefit businesses and people around the world.   The NEC Group globally provides  solutions for society that promote the safety, security, efficiency and equality of society.  under the company's corporate message of orchestrating a brighter world, nec aims to help solve a wide range of challenging issues and to create new social value for the changing world of tomorrow. "
2017/03/11,--4,NetSuite,NetSuite,"Come join the World’s leader of ERP Software Suites.  30,000+ entities across 100+ countries.  We have a decade of revenue growth with a 14+ year head-start, not even a close #2.  If you know want to make an immediate impact with the perfect blend of a start-up feel and the backing of an enterprise foundation in a fun culture, NetSuite’s the place for you!You’ll be surrounded by smart, innovative, caring people — invested in our customers and the community and most importantly in you and your career. Some of customers include Hyperloop, GoPro, SnapChat, Docusign, SoFi, GroupOn, and many more! Find out why Netsuite is the choice for billion dollar start-ups and how you can build software and products to help launch the next great product. "
2013/05/09,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2014/07/17,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2015/02/17,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2015/11/10,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2016/03/17,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2016/09/11,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2017/03/11,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2017/11/14,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2018/02/11,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2018/09/11,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2019/07/16,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2019/11/12,nissanusa.com,Nissan,Nissan,"Nissan is more than a car company.   It's an innovation company.   With every vehicle we make, we combine the most innovative thinking in the industry with the performance, value efficiency, safety, and style you're come to expect from Nissan. Nissan is made up of a richly diverse group of people, as reflected in the company's leadership team and the numerous corporate outreach programs in which we participate in the community.  Together, we have what it takes to build cars and trucks with the power to change both the way you view the world and the way you move in it. "
2018/09/11,nelco.com,Nissho,Nissho Electronics,"Nissho Electronics USA Corporation is continues our commitment to vastly improving the business development challenges faced by best-in-breed companies when entering the Japanese and Asian market, maintaining a depth of communication between all parties in an effort to efficiently facilitate continual revenue and share growth, and offering essential logistical and financial support services.  As a local US presence, Nissho Electronics USA Corporation is also uniquely positioned to find new best-in-breed companies to introduce to the Japanese and Asian market. "
2019/07/16,nelco.com,Nissho,Nissho Electronics,"Nissho Electronics USA Corporation is continues our commitment to vastly improving the business development challenges faced by best-in-breed companies when entering the Japanese and Asian market, maintaining a depth of communication between all parties in an effort to efficiently facilitate continual revenue and share growth, and offering essential logistical and financial support services.  As a local US presence, Nissho Electronics USA Corporation is also uniquely positioned to find new best-in-breed companies to introduce to the Japanese and Asian market. "
2019/11/12,nelco.com,Nissho,Nissho Electronics,"Nissho Electronics USA Corporation is continues our commitment to vastly improving the business development challenges faced by best-in-breed companies when entering the Japanese and Asian market, maintaining a depth of communication between all parties in an effort to efficiently facilitate continual revenue and share growth, and offering essential logistical and financial support services.  As a local US presence, Nissho Electronics USA Corporation is also uniquely positioned to find new best-in-breed companies to introduce to the Japanese and Asian market. "
2012/02/29,nivio.com,nivio,nivio,"The simple idea behind nivio® is that it liberates people and businesses from the constraints of tied hardware and software.  The ability to rent content and applications, wherever you are, from any device is fundamentally different from the existing computing model. We believe the internet - now being reframed as 'the cloud' - together with nivio's® platform, provides the answer to today's complicated and expensive computing ecosystem.  It's a model born of the 'cloud generation', for the cloud generation. Our mission is therefore simple: 'to rent affordable software and content that people and businesses can use on their most convenient device in the developed and developing world'. "
2012/06/26,nivio.com,nivio,nivio,"The simple idea behind nivio® is that it liberates people and businesses from the constraints of tied hardware and software.  The ability to rent content and applications, wherever you are, from any device is fundamentally different from the existing computing model. We believe the internet - now being reframed as 'the cloud' - together with nivio's® platform, provides the answer to today's complicated and expensive computing ecosystem.  It's a model born of the 'cloud generation', for the cloud generation. Our mission is therefore simple: 'to rent affordable software and content that people and businesses can use on their most convenient device in the developed and developing world'. "
2013/05/09,nokia.com,Nokia   ,Nokia   ,Communications/Information Technology
2012/02/29,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2012/06/26,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2013/05/09,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2014/07/17,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2015/02/17,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2015/11/10,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2016/03/17,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2016/09/11,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2017/03/11,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2017/11/14,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2018/02/11,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2018/09/11,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2019/07/16,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2019/11/12,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2020/10/13,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2020/10/29,northropgrumman.com,Northrop,Northrop Grumman,"Northrop Grumman is a leading global security company providing innovative systems, products and solutions in aerospace, electronics, information systems, and technical services to government and commercial customers worldwide. Our core competencies are aligned with the current and future needs of our customers and address emerging global security challenges in key areas, such as unmanned systems, cybersecurity, C4ISR, and logistics that are critical to the defense of the nation and its allies.  "
2018/02/11,ntt.co.jp,NTT,NTT,Nippon Telegraph and Telephone
2018/09/11,ntt.co.jp,NTT,NTT,Nippon Telegraph and Telephone
2012/02/29,ntt.com,NTTCommunication,NTTCommunication,"Headquartered in Tokyo, Japan, NTT Communications providing telecommunication services globally.  Our customer includes both residential users and enteprise users. "
2012/06/26,ntt.com,NTTCommunication,NTTCommunication,"Headquartered in Tokyo, Japan, NTT Communications providing telecommunication services globally.  Our customer includes both residential users and enteprise users. "
2013/05/09,ntt.com,NTTCommunication,NTTCommunication,"Headquartered in Tokyo, Japan, NTT Communications providing telecommunication services globally.  Our customer includes both residential users and enteprise users. "
2016/03/17,ntt.com,NTTCommunication,NTTCommunication,"The Nippon Telegraph and Telephone Corporation commonly known as NTT, is a Japanese telecommunications company headquartered in Tokyo, Japan.  NTT Service Evolution Laboratories is one of its research organizations,and create innovative broadband and ubiquitous services and technologies. "
2016/09/11,ntt.com,NTTCommunication,NTTCommunication,"The Nippon Telegraph and Telephone Corporation commonly known as NTT, is a Japanese telecommunications company headquartered in Tokyo, Japan.  NTT Service Evolution Laboratories is one of its research organizations,and create innovative broadband and ubiquitous services and technologies. "
2017/03/11,ntt.com,NTTCommunication,NTTCommunication,"The Nippon Telegraph and Telephone Corporation commonly known as NTT, is a Japanese telecommunications company headquartered in Tokyo, Japan.  NTT Service Evolution Laboratories is one of its research organizations,and create innovative broadband and ubiquitous services and technologies. "
2011/05/19,nttdata.com,nttdata,nttdata,"NTT DATA AgileNet L. L. C.  was established in 2001 and is fully owned by NTT DATA International.   Their mission is to gain market intelligence knowledge in the US emerging market and support our customers in the following areas:  Market Research, Research  & Development, Business Alliance and Software & Service.  NTT Datat AgileNet is making the most of our Silicon Valley location to conduct surveys and analytical studies of market trends and newly emerging business in the United States.  In support of businesses alliances between NTT DATA, the partner companies, and US leading-edge companies, we introduce services and companies that are expanding rapidly in the market. "
2011/10/05,nttdata.com,nttdata,nttdata,"NTT DATA AgileNet L. L. C.  was established in 2001 and is fully owned by NTT DATA International.   Their mission is to gain market intelligence knowledge in the US emerging market and support our customers in the following areas:  Market Research, Research  & Development, Business Alliance and Software & Service.  NTT Datat AgileNet is making the most of our Silicon Valley location to conduct surveys and analytical studies of market trends and newly emerging business in the United States.  In support of businesses alliances between NTT DATA, the partner companies, and US leading-edge companies, we introduce services and companies that are expanding rapidly in the market. "
2012/02/29,nttdata.com,nttdata,nttdata,"NTT DATA AgileNet L. L. C.  was established in 2001 and is fully owned by NTT DATA International.   Their mission is to gain market intelligence knowledge in the US emerging market and support our customers in the following areas:  Market Research, Research  & Development, Business Alliance and Software & Service.  NTT Datat AgileNet is making the most of our Silicon Valley location to conduct surveys and analytical studies of market trends and newly emerging business in the United States.  In support of businesses alliances between NTT DATA, the partner companies, and US leading-edge companies, we introduce services and companies that are expanding rapidly in the market. "
2012/06/26,nttdata.com,nttdata,nttdata,"NTT DATA AgileNet L. L. C.  was established in 2001 and is fully owned by NTT DATA International.   Their mission is to gain market intelligence knowledge in the US emerging market and support our customers in the following areas:  Market Research, Research  & Development, Business Alliance and Software & Service.  NTT Datat AgileNet is making the most of our Silicon Valley location to conduct surveys and analytical studies of market trends and newly emerging business in the United States.  In support of businesses alliances between NTT DATA, the partner companies, and US leading-edge companies, we introduce services and companies that are expanding rapidly in the market. "
